"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","fc_direction","Significance","chromosome_name","start_position","end_position"
"ENSG00000269556",1316.58715546646,-0.128165899961619,0.0452468713024056,-2.83259143168215,0.00461723594295678,0.0276368915680951,"TMEM185A",84548,"DOWN","Less Significant, Downregulated","21",42653621,42775509
"ENSG00000104881",266.693042633691,-0.20834932993498,0.0735560388615167,-2.83252514898522,0.0046181933221799,0.0276379917947811,"PPP1R13L",10848,"DOWN","Less Significant, Downregulated","21",42879644,42913304
"ENSG00000187391",1415.96515432267,0.122578879256469,0.0432766149672651,2.83245072076892,0.00461926856855301,0.0276397625159327,"MAGI2",9863,"UP","Less Significant, Upregulated","21",43659560,43696079
"ENSG00000023191",7206.92142040367,-0.312088339694961,0.110185216234928,-2.83239757890524,0.00462003643487322,0.0276397625159327,"RNH1",6050,"DOWN","Less Significant, Downregulated","1",155320894,155331114
"ENSG00000197548",4528.34002707203,0.256047814729285,0.0904033387378496,2.83228272654585,0.00462169637370429,0.0276404365650664,"ATG7",10533,"UP","Less Significant, Upregulated","7",102813230,103074843
"ENSG00000146147",396.663877499896,-0.153331095268842,0.0541362273336768,-2.83231955421944,0.00462116405168052,0.0276404365650664,"MLIP",90523,"DOWN","Less Significant, Downregulated","3",184186023,184194012
"ENSG00000188986",3817.23029859006,-0.210616512702648,0.074375854427277,-2.83178612635077,0.00462887985761062,0.0276695030203634,"NELFB",25920,"DOWN","Less Significant, Downregulated","3",196214222,196287957
"ENSG00000114650",7718.54019908919,-0.272442157466192,0.0962171344695064,-2.8315347257877,0.00463252030221214,0.0276861584825821,"SCAP",22937,"DOWN","Less Significant, Downregulated","17",74862497,74873031
"ENSG00000140932",6391.64776181223,0.562557671257057,0.198732121509748,2.83073348678293,0.00464414007219931,0.0277375186391737,"CMTM2",146225,"UP","Less Significant, Upregulated","6",33771202,33789130
"ENSG00000091436",145.50440367405,0.204431908492499,0.0722318821130751,2.83021710790357,0.0046516427071019,0.0277726275861692,"MAP3K20",51776,"UP","Less Significant, Upregulated","16",681670,684528
"ENSG00000173825",1044.00780794361,-0.568160267135785,0.200751396882601,-2.83016843697503,0.00465235042832576,0.0277726275861692,"TIGD3",220359,"DOWN","Less Significant, Downregulated","1",53226900,53238518
"ENSG00000121413",730.694676492127,-0.339646399424252,0.120006753907765,-2.8302273694137,0.00465149350750571,0.0277726275861692,"ZSCAN18",65982,"DOWN","Less Significant, Downregulated","1",9997206,10016021
"ENSG00000165215",8.88901916979815,-0.376624483812063,0.133102177818971,-2.82958919217911,0.004660780682071,0.0278136582944768,"CLDN3",1365,"DOWN","Less Significant, Downregulated","1",59987269,60073770
"ENSG00000146278",16818.808767024,-0.293126052278653,0.103598908509669,-2.82943185884333,0.00466307287841499,0.0278180443813677,"PNRC1",10957,"DOWN","Less Significant, Downregulated","3",68731766,68953297
"ENSG00000095383",3775.53014264632,0.261839816176638,0.0925710710268022,2.82852745757719,0.00467626894861467,0.0278641989653277,"TBC1D2",55357,"UP","Less Significant, Upregulated","3",63833870,63863868
"ENSG00000111913",58847.3794007456,0.41351528025477,0.146200296171172,2.82841615977729,0.00467789522301615,0.0278692413753412,"RIPOR2",9750,"UP","Less Significant, Upregulated","4",88257620,88284769
"ENSG00000268902",11.4762775029509,0.528666026392652,0.187002697579347,2.82705026845045,0.0046978952596914,0.027979063483623,"CSAG2",102723547,"UP","Less Significant, Upregulated","3",155870650,155944020
"ENSG00000067445",151.523043862332,-0.244391109347487,0.0864756002780765,-2.82612793159697,0.00471144430967013,0.0280504053150965,"TRO",7216,"DOWN","Less Significant, Downregulated","4",73986439,73988190
"ENSG00000104499",156.294461688518,0.264632279195925,0.0936717712496851,2.8251016892863,0.00472656128933883,0.0281216622390504,"GML",2765,"UP","Less Significant, Upregulated","3",48446710,48467645
"ENSG00000156671",2777.76671689303,0.334422438729457,0.118411317330176,2.82424388369027,0.00473923079759254,0.0281782722476928,"SAMD8",142891,"UP","Less Significant, Upregulated","4",127781821,127840733
"ENSG00000145012",4804.82266878789,0.213279537649925,0.0755237106220994,2.82400766452167,0.00474272507122699,0.0281896658367656,"LPP",4026,"UP","Less Significant, Upregulated","3",52075226,52154690
"ENSG00000086570",275.958167103702,0.178289397947711,0.0631366406164886,2.82386576490022,0.00474482524330915,0.0281974577998918,"FAT2",2196,"UP","Less Significant, Upregulated","4",152779937,152918463
"ENSG00000026025",33233.2879372353,-0.337018062107897,0.11939495936018,-2.82271600002151,0.00476187329752531,0.0282893596897213,"VIM",7431,"DOWN","Less Significant, Downregulated","4",145110838,145180589
"ENSG00000126091",11.8759592895295,-0.437584355823581,0.155029585470838,-2.82258611796323,0.00476380259502426,0.0282961162285996,"ST3GAL3",6487,"DOWN","Less Significant, Downregulated","5",53560633,53683338
"ENSG00000197061",4.71129834215562,0.756077971284066,0.267941150068042,2.8218060984364,0.00477540407113698,0.0283555985796214,"HIST1H4C",8364,"UP","Less Significant, Upregulated","4",184627696,184649509
"ENSG00000231989",1011.59296773286,-0.165628905538691,0.0587012656916139,-2.8215559509197,0.00477913000519293,0.0283636196777649,"PPP1R2B",153743,"DOWN","Less Significant, Downregulated","6",101181257,102070083
"ENSG00000169876",84.054734806846,0.165536041712543,0.0586694703155793,2.82150223654884,0.00477993042095338,0.0283636196777649,"MUC17",140453,"UP","Less Significant, Upregulated","7",98252379,98310441
"ENSG00000167107",894.646083710807,-0.274234066568789,0.0971967493097471,-2.82143249148033,0.00478096989651825,0.0283650767955503,"ACSF2",80221,"DOWN","Less Significant, Downregulated","8",75407914,75566834
"ENSG00000146700",53.4265154879893,0.31024784677921,0.109964470811901,2.82134624473302,0.00478225559483664,0.0283679940050346,"SSC4D",136853,"UP","Less Significant, Upregulated","8",76980258,77001044
"ENSG00000162598",81.2602136350228,0.234646593249595,0.083176096874718,2.82108204239285,0.00478619606203798,0.0283866555286343,"C1orf87",127795,"UP","Less Significant, Upregulated","9",69012529,69014113
"ENSG00000206356",54.9075844123558,0.841283230508374,0.298292207606951,2.82033257676279,0.00479739002270092,0.02844197862139,"",100652833,"UP","Less Significant, Upregulated","9",98731329,98796965
"ENSG00000059758",2664.72280000505,0.340700907412032,0.120803173545578,2.82029765785489,0.00479791214596724,0.02844197862139,"CDK17",5128,"UP","Less Significant, Upregulated","9",101473170,101533537
"ENSG00000125991",4860.49934437289,-0.240981839574672,0.0854478239536953,-2.82022207733764,0.00479904243607266,0.0284439595481095,"ERGIC3",51614,"DOWN","Less Significant, Downregulated","7",73768997,73770270
"ENSG00000106153",5181.43504349365,0.261947474210728,0.0928883016427728,2.82002652194158,0.00480196804260551,0.0284474798531185,"CHCHD2",51142,"UP","Less Significant, Upregulated","14",80954989,81146302
"ENSG00000198689",1170.54455562861,-0.151323386495671,0.0536613555431284,-2.81996950997725,0.00480282127390312,0.0284474798531185,"SLC9A6",10479,"DOWN","Less Significant, Downregulated","10",101354033,101557321
"ENSG00000173699",96.5326483709147,-0.239935054642547,0.085097817879416,-2.81952064837358,0.00480954365322627,0.0284637031045997,"SPATA3",130560,"DOWN","Less Significant, Downregulated","15",70829130,70854157
"ENSG00000226288",17.7495122297213,0.476183779748918,0.168884718867841,2.81957884017648,0.00480867166314571,0.0284637031045997,"OR52I2",143502,"UP","Less Significant, Upregulated","11",6621330,6655809
"ENSG00000104774",7796.39507350618,-0.236685955468265,0.0839408980964421,-2.81967385190864,0.0048072482428069,0.0284637031045997,"MAN2B1",4125,"DOWN","Less Significant, Downregulated","16",80597907,80804598
"ENSG00000158470",11277.2529857961,0.519877182897184,0.18438207118751,2.81956471987175,0.00480888323934805,0.0284637031045997,"B4GALT5",9334,"UP","Less Significant, Upregulated","20",37492472,37527931
"ENSG00000138074",1088.09310869933,-0.274410560934873,0.0973308096987305,-2.8193596846082,0.00481195640161634,0.0284685508059196,"SLC5A6",8884,"DOWN","Less Significant, Downregulated","15",89664367,89679427
"ENSG00000146574",3694.77460004686,0.152245124883218,0.0539990191535205,2.81940537568619,0.00481127140900607,0.0284685508059196,"CCZ1B",221960,"UP","Less Significant, Upregulated","11",59713456,59805882
"ENSG00000167513",171.392046751905,0.534369943113781,0.189544734558991,2.81922863411155,0.004813921577193,0.0284707482386941,"CDT1",81620,"UP","Less Significant, Upregulated","17",50426158,50474845
"ENSG00000249437",18818.8665270631,0.529922501926939,0.188008991083603,2.81860191298668,0.00482332965598468,0.0285122306335242,"NAIP",4671,"UP","Less Significant, Upregulated","19",1103926,1106791
"ENSG00000170214",157.851058958124,0.268054258153499,0.0951040591459077,2.81853645954535,0.00482431317489884,0.0285133269003781,"ADRA1B",147,"UP","Less Significant, Upregulated","16",88803789,88809258
"ENSG00000182606",3563.25794361038,-0.165973004439362,0.0588888951709515,-2.81840920868954,0.00482622579574949,0.02851991320386,"TRAK1",22906,"DOWN","Less Significant, Downregulated","19",42220312,42228201
"ENSG00000237541",304.488543607495,-0.634709119646371,0.225224259186244,-2.81812057874952,0.00483056653882526,0.0285408436082601,"HLA-DQA2",3117,"DOWN","Less Significant, Downregulated","19",4542593,4559684
"ENSG00000197157",6550.10591124715,-0.171952552596371,0.0610262611894381,-2.81768126122941,0.00483718027244017,0.0285704706189027,"SND1",27044,"DOWN","Less Significant, Downregulated","11",61950063,61965515
"ENSG00000086544",1132.89582809022,0.32916738962086,0.116821182855287,2.81770293345358,0.0048368538145401,0.0285704706189027,"ITPKC",80271,"UP","Less Significant, Upregulated","20",45881227,45885266
"ENSG00000179954",157.833324135649,-0.155260803002436,0.055103970166268,-2.81759739877108,0.00483844371603944,0.0285732094358111,"SSC5D",284297,"DOWN","Less Significant, Downregulated","X",155767812,155782459
"ENSG00000141506",22582.2298606083,0.198955881216397,0.070632748437387,2.81676539024618,0.00485099466189473,0.0286331302296671,"PIK3R5",23533,"UP","Less Significant, Upregulated","16",21402237,21448567
"ENSG00000105926",401.484023484796,-0.208252463695261,0.0739604739622397,-2.8157264622396,0.00486670836432803,0.0287163924757575,"MPP6",51678,"DOWN","Less Significant, Downregulated","3",156037701,156539138
"ENSG00000254827",119.943241398974,0.360718636119298,0.128125188947483,2.81536081298699,0.00487224972592402,0.0287395968644235,"SLC22A18AS",5003,"UP","Less Significant, Upregulated","5",118836074,118988547
"ENSG00000117528",1118.14306752502,-0.263222071049074,0.0934990874240134,-2.81523679322533,0.00487413052344011,0.02874594508773,"ABCD3",5825,"DOWN","Less Significant, Downregulated","2",69395750,69437628
"ENSG00000157368",346.113861343888,-0.185860786435325,0.0660277635112275,-2.81488841286773,0.00487941733226608,0.028767627466535,"IL34",146433,"DOWN","Less Significant, Downregulated","2",69013178,69249327
"ENSG00000039650",2904.35143427481,0.175493232459407,0.0623462103023183,2.81481795939859,0.0048804871217646,0.028769187244086,"PNKP",11284,"UP","Less Significant, Upregulated","17",82418318,82442645
"ENSG00000258754",438.888908578896,0.675070160409284,0.239841415460424,2.81465216969867,0.0048830053662619,0.0287792833595852,"LINC01579",105369203,"UP","Less Significant, Upregulated","7",101020072,101058859
"ENSG00000130005",242.510542025641,-0.378168435975244,0.134378867547835,-2.81419573535718,0.00488994439958775,0.0288106750508693,"GAMT",2593,"DOWN","Less Significant, Downregulated","15",31326835,31435665
"ENSG00000243725",14.0808936713097,-0.419022496512932,0.148908700949368,-2.813955758404,0.00489359627336576,0.02882743737095,"TTC4",7268,"DOWN","Less Significant, Downregulated","2",180967248,181076585
"ENSG00000179152",2810.7309087476,0.438932156548893,0.15599295068099,2.81379481978337,0.00489604675511478,0.0288371181118927,"TCAIM",285343,"UP","Less Significant, Upregulated","2",177212563,177223958
"ENSG00000127249",333.0109802808,0.128560421069485,0.0456907683380215,2.8137067015024,0.00489738893086579,0.0288402689503829,"ATP13A4",84239,"UP","Less Significant, Upregulated","5",159865080,159973012
"ENSG00000157343",118.978746884037,0.402171839994826,0.142936467502906,2.81364054268831,0.00489839684919983,0.028841450663845,"ARMC12",221481,"UP","Less Significant, Upregulated","4",110045846,110199199
"ENSG00000165152",83.3692911878834,0.185644169339786,0.0659835472432365,2.81349180357706,0.00490066354956061,0.0288500423955679,"TMEM246",84302,"UP","Less Significant, Upregulated","19",9100407,9107475
"ENSG00000171649",303.482016146287,-0.377206161647052,0.134085846966838,-2.81316910158566,0.00490558460894697,0.0288742548448859,"ZIK1",284307,"DOWN","Less Significant, Downregulated","1",101236865,101243713
"ENSG00000040633",2924.9758886822,-0.194718425223993,0.0692183625672096,-2.81310360433513,0.0049065839579025,0.028875379945304,"PHF23",79142,"DOWN","Less Significant, Downregulated","11",68261338,68272001
"ENSG00000176624",1580.56599768647,-0.328677310242596,0.116926412632779,-2.81097574826694,0.00493915086297875,0.0290431175168704,"MEX3C",51320,"DOWN","Less Significant, Downregulated","17",80466834,80477843
"ENSG00000137073",1329.26793214186,-0.175042065715251,0.0622763949626184,-2.81072894184579,0.00494294086867218,0.0290606205950172,"UBAP2",55833,"DOWN","Less Significant, Downregulated","19",58183029,58213562
"ENSG00000123349",4167.44326604139,0.364959812621553,0.12985331679799,2.81055441340258,0.00494562254759694,0.0290716028924882,"PFDN5",5204,"UP","Less Significant, Upregulated","19",57578456,57593890
"ENSG00000067365",1198.36023439599,0.151698899316014,0.053989594131143,2.80978032447384,0.00495753251040766,0.0291224468154957,"METTL22",79091,"UP","Less Significant, Upregulated","11",66848417,66958386
"ENSG00000016864",1534.80236491508,-0.172040950067708,0.0612378602501917,-2.80938865866349,0.00496356847174382,0.0291435290646612,"GLT8D1",55830,"DOWN","Less Significant, Downregulated","2",230990324,231025055
"ENSG00000165059",164.719863516327,-0.314450370656315,0.111940435162368,-2.80908654857566,0.00496822882940702,0.0291660991812445,"PRKACG",5568,"DOWN","Less Significant, Downregulated","17",41966763,41977740
"ENSG00000163644",3624.84852736277,0.405834854445545,0.144478093881085,2.80897154401534,0.00497000393221677,0.0291717267110631,"PPM1K",152926,"UP","Less Significant, Upregulated","17",41688885,41692668
"ENSG00000137409",10712.6105835737,-0.138216210882562,0.0492083877502566,-2.80879372809447,0.00497274966142045,0.0291830486043413,"MTCH1",23787,"DOWN","Less Significant, Downregulated","11",65354751,65357613
"ENSG00000100263",653.476561158909,0.290589923871387,0.103460056417107,2.80871607782477,0.0049739491216172,0.029185293844168,"RHBDD3",25807,"UP","Less Significant, Upregulated","11",66593153,66606019
"ENSG00000182162",7304.36775061239,-0.196030368656426,0.0698084732495027,-2.80811711718423,0.00498321003559109,0.0292204379044147,"P2RY8",286530,"DOWN","Less Significant, Downregulated","12",48829756,48852842
"ENSG00000164144",2613.04636786849,0.273594491756001,0.0974514860461825,2.80749430158862,0.00499285631983299,0.0292577940946356,"ARFIP1",27236,"UP","Less Significant, Upregulated","17",7036015,7040117
"ENSG00000096968",4337.18513470813,0.256045154527342,0.0912238517618062,2.80677859553551,0.00500396215672345,0.0293180649287333,"JAK2",3717,"UP","Less Significant, Upregulated","3",136148917,136197241
"ENSG00000167625",725.088552545132,-0.235903489766428,0.084049368882681,-2.80672529612578,0.00500479011349191,0.0293181080791669,"ZNF526",116115,"DOWN","Less Significant, Downregulated","12",57819927,57846729
"ENSG00000072832",314.358129598681,-0.202244781190183,0.072065921739905,-2.80638582435828,0.00501006639931972,0.0293297808151557,"CRMP1",1400,"DOWN","Less Significant, Downregulated","11",74000277,74009085
"ENSG00000107829",2885.44257772305,-0.220452954711242,0.0785731535193061,-2.80570328206407,0.0050206901301686,0.0293823451221398,"FBXW4",6468,"DOWN","Less Significant, Downregulated","17",7243591,7252491
"ENSG00000198818",3684.37039871178,0.211744820769165,0.0754756089520583,2.80547349944091,0.00502427126341154,0.0293984873401846,"SFT2D1",113402,"UP","Less Significant, Upregulated","19",51927147,51948759
"ENSG00000090061",807.47152021665,-0.211307821592377,0.0753287231388722,-2.80514275016743,0.00502943000384438,0.0294190365385318,"CCNK",8812,"DOWN","Less Significant, Downregulated","18",51174550,51218304
"ENSG00000116014",83.9340734378255,-0.40896858201029,0.145795247352026,-2.80508857070509,0.00503027550446812,0.0294191656938349,"KISS1R",84634,"DOWN","Less Significant, Downregulated","18",657653,673578
"ENSG00000198324",662.250815656583,-0.308164462577402,0.109864611445841,-2.80494745780187,0.00503247825302573,0.029427231264174,"PHETA1",144717,"DOWN","Less Significant, Downregulated","11",118133377,118152888
"ENSG00000099246",3332.88884117765,0.2696273276896,0.0961313566720777,2.80478021972945,0.00503508994025093,0.0294376850573204,"RAB18",22931,"UP","Less Significant, Upregulated","10",80537902,80646560
"ENSG00000166446",795.286158227214,0.179756387476243,0.0640920819537655,2.80465826661575,0.00503699520369911,0.0294440059943982,"CDYL2",124359,"UP","Less Significant, Upregulated","5",147880726,147906538
"ENSG00000125888",84.4775948065746,0.184073531311366,0.0656381824991853,2.80436667047645,0.00504155342890675,0.0294658303464715,"BANF2",140836,"UP","Less Significant, Upregulated","15",41182725,41230743
"ENSG00000264235",19.7113467648079,0.312542610295106,0.111476523941706,2.80366304262001,0.00505256788647729,0.0295253754412922,"",104968399,"UP","Less Significant, Upregulated","3",44338119,44409451
"ENSG00000206190",2701.2379979464,0.30781370081635,0.109816602036402,2.8029796506936,0.00506328639504987,0.029577501611764,"ATP10A",57194,"UP","Less Significant, Upregulated","1",159289714,159308224
"ENSG00000105287",11943.29550125,0.287131311799046,0.102439481674154,2.80293600774332,0.00506397160096173,0.029577501611764,"PRKD2",25865,"UP","Less Significant, Upregulated","19",3585478,3593541
"ENSG00000166900",22478.5814749751,0.39651890635057,0.141503840425851,2.80217770173064,0.00507589059618089,0.0296277437053342,"STX3",6809,"UP","Less Significant, Upregulated","17",7913324,7916276
"ENSG00000114251",320.685621405128,-0.321221141888381,0.114731385533663,-2.79976695473735,0.00511395118175952,0.0298255383320118,"WNT5A",7474,"DOWN","Less Significant, Downregulated","19",55488404,55519099
"ENSG00000064545",723.761140708565,-0.278491163115695,0.0994921829567343,-2.79912607040496,0.00512411269495817,0.0298701743131776,"TMEM161A",54929,"DOWN","Less Significant, Downregulated","7",151012209,151024499
"ENSG00000186868",327.222756014889,0.122461403401398,0.0437666985220059,2.79804983096506,0.00514121802241178,0.0299419478951516,"MAPT",4137,"UP","Less Significant, Upregulated","19",8721634,8732160
"ENSG00000100162",126.084017192399,0.508084884744148,0.181580199817699,2.79812934039202,0.00513995256761956,0.0299419478951516,"CENPM",79019,"UP","Less Significant, Upregulated","X",1462581,1537185
"ENSG00000148826",32.8937312073157,0.469293031941013,0.167731987526086,2.7978743879609,0.00514401133137294,0.029951961676547,"NKX6-2",84504,"UP","Less Significant, Upregulated","3",42013802,42225890
"ENSG00000152457",1590.01824435601,0.175946444909028,0.0628877999794046,2.79778343282241,0.00514546000984915,0.0299555149473506,"DCLRE1C",64421,"UP","Less Significant, Upregulated","17",81932384,81942412
"ENSG00000169246",8732.74829992791,-0.271440293930718,0.097040951523544,-2.79717263350268,0.00515519800772914,0.029992658267407,"NPIPB3",23117,"DOWN","Less Significant, Downregulated","1",226231149,226309869
"ENSG00000009954",3407.69927802104,-0.222771157580779,0.0796494366751303,-2.79689558244343,0.00515962053178839,0.0300135008726369,"BAZ1B",9031,"DOWN","Less Significant, Downregulated","17",30906344,30959322
"ENSG00000135636",32863.0222054112,0.510577134681846,0.182585601458547,2.79637129435841,0.00516799904723875,0.0300573449389135,"DYSF",8291,"UP","Less Significant, Upregulated","22",41831215,41834665
"ENSG00000112658",3569.02337156216,-0.173615388806231,0.0620888547574878,-2.79624079851937,0.00517008637829011,0.0300596983113993,"SRF",6722,"DOWN","Less Significant, Downregulated","3",99817837,100181732
"ENSG00000126603",106.753054137856,-0.306589461543536,0.109651975606578,-2.79602314365545,0.00517356954647009,0.0300750557690015,"GLIS2",84662,"DOWN","Less Significant, Downregulated","12",51186936,51217708
"ENSG00000011114",1648.57917161545,-0.192367118313292,0.0688135360298272,-2.79548370003702,0.00518221149778782,0.0301105956078978,"BTBD7",55727,"DOWN","Less Significant, Downregulated","X",102153708,102155977
"ENSG00000196712",2863.21647850021,0.226152500282292,0.0809166183567376,2.794883237523,0.00519184631810367,0.0301518669137204,"NF1",4763,"UP","Less Significant, Upregulated","6",127519455,127591820
"ENSG00000164418",1469.29457530103,-0.164858098811334,0.058992416956548,-2.79456423920998,0.00519697143894621,0.0301767260800699,"GRIK2",2898,"DOWN","Less Significant, Downregulated","8",84182787,84921844
"ENSG00000236104",1280.50219637955,-0.187123697488768,0.0669727817503574,-2.79402605951588,0.0052056283550145,0.0302171713839087,"ZBTB22",9278,"DOWN","Less Significant, Downregulated","22",19714503,19724224
"ENSG00000147894",5498.90171564483,0.391070779797944,0.140005140289767,2.79326015450969,0.00521797082375196,0.0302691445999367,"C9orf72",203228,"UP","Less Significant, Upregulated","17",1279662,1300978
"ENSG00000111667",2448.92847320199,-0.299543668239026,0.107240331525095,-2.79319975963456,0.00521894520376369,0.0302698821818294,"USP5",8078,"DOWN","Less Significant, Downregulated","3",129314771,129316286
"ENSG00000150048",358.051419853093,0.315861127176848,0.113087577810178,2.7930665179427,0.00522109543846145,0.0302774383745091,"CLEC1A",51267,"UP","Less Significant, Upregulated","14",85530144,85654428
"ENSG00000006659",8.52446485983791,-0.430830689068973,0.154278299137704,-2.79255534626051,0.00522935207888922,0.0303154780260513,"LGALS14",56891,"DOWN","Less Significant, Downregulated","17",76265348,76271298
"ENSG00000278463",59.7335546670366,0.39981734377565,0.143222005533482,2.79159157342048,0.0052449514005731,0.0303861883638197,"HIST1H2AB",8335,"UP","Less Significant, Upregulated","15",101653596,101724473
"ENSG00000187097",620.613596926423,-0.179936562629812,0.0644585217487599,-2.79150929540629,0.00524628507207275,0.030388987200878,"ENTPD5",957,"DOWN","Less Significant, Downregulated","14",68787660,68796253
"ENSG00000254402",40.6396450275028,-0.361570135388618,0.129551578876969,-2.79093576877199,0.00525559006849665,0.0304280865284797,"LRRC24",441381,"DOWN","Less Significant, Downregulated","X",73212299,73214851
"ENSG00000157106",4415.32028031309,0.421449052671315,0.151012558305623,2.79082122308249,0.00525745026297383,0.0304339246590293,"SMG1",23049,"UP","Less Significant, Upregulated","19",51029092,51035230
"ENSG00000196998",124.814383991832,0.239778794318648,0.0859244182493112,2.79057803595394,0.0052614015354634,0.03045186360911,"WDR45",11152,"UP","Less Significant, Upregulated","10",117197489,117210299
"ENSG00000170923",20.0813854726833,0.286923430518521,0.102837906333323,2.79005515328688,0.00526990635041905,0.0304912087591533,"OR7G2",390882,"UP","Less Significant, Upregulated","17",45894382,46028334
"ENSG00000151952",2338.5828559506,0.193036904332282,0.0691895672807713,2.7899712618369,0.00527127202089776,0.0304941720794422,"TMEM132D",121256,"UP","Less Significant, Upregulated","17",76071961,76083666
"ENSG00000079215",126.592053034447,0.291074154022892,0.104339816376536,2.78967477738775,0.0052761010585348,0.0305143285741369,"SLC1A3",6507,"UP","Less Significant, Upregulated","1",43145153,43156396
"ENSG00000235750",14904.5498846216,0.335646042589784,0.120320538666178,2.78959890232053,0.00527733752777985,0.0305144384516133,"KIAA0040",9674,"UP","Less Significant, Upregulated","14",73958010,74019399
"ENSG00000184897",1940.96371088142,-0.378377094641388,0.135641842048751,-2.78953078877679,0.00527844773724899,0.0305144443555178,"H1FX",8971,"DOWN","Less Significant, Downregulated","7",78017055,79453667
"ENSG00000188283",94.0483737825864,0.206507759463773,0.0740319334590037,2.78944166138968,0.00527990077826385,0.0305144443555178,"ZNF383",163087,"UP","Less Significant, Upregulated","2",231706895,231713541
"ENSG00000164053",749.938296037051,0.133398415470304,0.0478238807466672,2.78936826931596,0.0052810975581968,0.0305164246416392,"ATRIP",84126,"UP","Less Significant, Upregulated","19",55428740,55442863
"ENSG00000188937",162.383826189145,0.171006577132072,0.061309604620244,2.78922981466442,0.00528335595893825,0.0305245377912267,"NYX",60506,"UP","Less Significant, Upregulated","2",229357629,229714555
"ENSG00000095066",1134.94758515364,0.158029890078817,0.0566863447336168,2.78779467650346,0.00530681662794958,0.0306551244112179,"HOOK2",29911,"UP","Less Significant, Upregulated","10",45825594,45853875
"ENSG00000063601",3467.64390561594,-0.189648544929713,0.0680324045925292,-2.7876207825607,0.00530966571056235,0.0306666240716087,"MTMR1",8776,"DOWN","Less Significant, Downregulated","19",37217926,37248738
"ENSG00000135828",4508.67551032844,0.312173198699239,0.112002472303058,2.78719917766241,0.00531657903145343,0.0306916683851621,"RNASEL",6041,"UP","Less Significant, Upregulated","X",41447434,41475710
"ENSG00000231213",51.8336766236646,0.389344530094152,0.139720002993579,2.7866055092487,0.00532632756967873,0.0307429776105786,"PLSCR5",389158,"UP","Less Significant, Upregulated","9",137255327,137273542
"ENSG00000002745",73.6171015789976,-0.405753668781869,0.145700031033976,-2.78485643347084,0.00535514279162066,0.0308943228902023,"WNT16",51384,"DOWN","Less Significant, Downregulated","22",37805093,37807436
"ENSG00000136068",2027.6973391722,-0.259733496794332,0.0932742587474423,-2.78462139803877,0.00535902560320365,0.0309062754233314,"FLNB",2317,"DOWN","Less Significant, Downregulated","3",44555193,44594173
"ENSG00000185070",143.680639387672,0.218245915470197,0.078379086071311,2.78449171085808,0.00536116913812334,0.0309091255392723,"FLRT2",23768,"UP","Less Significant, Upregulated","9",134135365,134159968
"ENSG00000198771",16575.917381721,-0.216734277722212,0.07783996969902,-2.78435716971947,0.00536339371990837,0.0309169620562901,"RCSD1",92241,"DOWN","Less Significant, Downregulated","2",101397359,101475112
"ENSG00000186973",19.8218925044631,-0.372110831302599,0.133671592583147,-2.78376896774936,0.00537312918618714,0.0309680851047095,"FAM183A",440585,"DOWN","Less Significant, Downregulated","12",124324415,124567589
"ENSG00000113073",45.8239587134911,0.344686715021949,0.123892092093807,2.78215267170533,0.00539996309487563,0.0311026731345666,"SLC4A9",83697,"UP","Less Significant, Upregulated","17",31094927,31382116
"ENSG00000158882",494.395995470643,0.258939899822436,0.0930900824195397,2.78160565650207,0.00540907206344691,0.0311501171313397,"TOMM40L",84134,"UP","Less Significant, Upregulated","6",27808199,27808701
"ENSG00000170035",1799.59227559027,-0.164168645827438,0.0590406659278151,-2.78060288188747,0.00542580643034428,0.0312364183279634,"UBE2E3",10477,"DOWN","Less Significant, Downregulated","1",228458107,228460470
"ENSG00000135535",18122.9092820758,0.310182348892232,0.111594219571101,2.77955569817488,0.00544333177653024,0.0313120846420661,"CD164",8763,"UP","Less Significant, Upregulated","X",49074433,49101170
"ENSG00000170989",5605.86182599974,-0.391868932287993,0.141022145984697,-2.77877584085635,0.0054564164111042,0.0313822996677287,"S1PR1",1901,"DOWN","Less Significant, Downregulated","6",26103876,26104310
"ENSG00000164751",1406.30426986519,0.304674045161535,0.109659414755345,2.77836650725592,0.00546329566556077,0.0314168079090866,"PEX2",5828,"UP","Less Significant, Upregulated","14",101964573,102056443
"ENSG00000026508",22620.2027956745,-0.24123816468536,0.0868567414705324,-2.77742591537588,0.0054791329122516,0.0314908386333917,"CD44",960,"DOWN","Less Significant, Downregulated","7",127652194,128092609
"ENSG00000130414",4584.91642462485,-0.173379649661834,0.0624393684909793,-2.77676814887841,0.00549023268690608,0.0315412499497959,"NDUFA10",4705,"DOWN","Less Significant, Downregulated","19",56189570,56197920
"ENSG00000143776",421.225517800838,0.103749619973138,0.0373659583045124,2.77658127024697,0.0054933899540078,0.0315543145139535,"CDC42BPA",8476,"UP","Less Significant, Upregulated","19",56176008,56185775
"ENSG00000125850",2540.10945285984,-0.256828521680449,0.092511457396938,-2.77618069055466,0.00550016316821789,0.0315830648785099,"OVOL2",58495,"DOWN","Less Significant, Downregulated","9",84275457,84340758
"ENSG00000164070",91.0730820538785,0.164104269051732,0.0591289880686533,2.77536068875717,0.00551405170637207,0.03164755652454,"HSPA4L",22824,"UP","Less Significant, Upregulated","3",11272309,11557665
